"banner_image","fullname","images/0","images/1","images/2","images/3","in_reply_to/0","in_reply_to/1","in_reply_to/2","in_reply_to/3","language","likes","num_followers","num_following","query","quotes","replies","retweets","text","timestamp","total_likes","total_tweets","tweet_avatar","tweet_hashtags/0","tweet_hashtags/1","tweet_hashtags/2","tweet_hashtags/3","tweet_hashtags/4","tweet_hashtags/5","tweet_hashtags/6","tweet_hashtags/7","tweet_hashtags/8","tweet_hashtags/9","tweet_hashtags/10","tweet_hashtags/11","tweet_hashtags/12","tweet_hashtags/13","tweet_id","tweet_links/0","tweet_links/1","tweet_links/2","tweet_mentions/0","tweet_mentions/1","url","username"
,"ayaa hokage",,,,,"@basemole",,,,"sl","0",,,"Gojek lang:in","0","0","0","florin gojek, kadang mls pake skin mehong","2023-10-31 03:48:00+00:00",,,"https://pbs.twimg.com/profile_images/1718978084924477440/Z4vs7Hrh_400x400.jpg",,,,,,,,,,,,,,,"1719199762594050329",,,,,,"https://twitter.com/cutiekittiens/status/1719199762594050329","@cutiekittiens"
,"mbanik",,,,,"@cinamoy_",,,,"id","0",,,"Gojek lang:in","0","1","0","Keknya ga jualan di gojek lg deh. Soalnya yg jual kakek nenek gitu. Kan gua blg deket warung kita hahahahha","2023-10-31 03:49:00+00:00",,,"https://pbs.twimg.com/profile_images/1586732612877705216/hmbDN2Wy_400x400.jpg",,,,,,,,,,,,,,,"1719199941812437028",,,,,,"https://twitter.com/januarty_/status/1719199941812437028","@januarty_"
,"Jacxd",,,,,"@kegblgnunfaedh",,,,"id","1",,,"Gojek lang:in","0","0","0","Oh sianjing pengkolan gojek karet ye","2023-10-31 03:48:00+00:00",,,"https://pbs.twimg.com/profile_images/1597587125838364672/6vRiLowp_400x400.jpg",,,,,,,,,,,,,,,"1719199574890512401",,,,,,"https://twitter.com/Moonflawlesss/status/1719199574890512401","@Moonflawlesss"
,"Abay",,,,,"@Arrgavn",,,,"hr","0",,,"Gojek lang:in","0","0","0","gojek","2023-10-31 03:49:00+00:00",,,"https://pbs.twimg.com/profile_images/1719000408117690369/BYX7ZRDp_400x400.jpg",,,,,,,,,,,,,,,"1719199866822529431",,,,,,"https://twitter.com/abayinajalah/status/1719199866822529431","@abayinajalah"
,"maru ‹3",,,,,,,,,"id","0",,,"Gojek lang:in","0","1","0","hah ini gojek siapa nyasar ke gue???","2023-10-31 03:49:00+00:00",,,"https://pbs.twimg.com/profile_images/1719210660968669184/_6VbOirP_400x400.png",,,,,,,,,,,,,,,"1719199907565940874",,,,,,"https://twitter.com/kipara/status/1719199907565940874","@kipara"
,"utiii 🧚‍♂️","https://pbs.twimg.com/media/F9vTE61agAAapN4.jpg?format=jpg&name=medium",,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Paketnya di suruh naik gojek aja deh","2023-10-31 03:49:00+00:00",,,"https://pbs.twimg.com/profile_images/1672939525247762432/liRAStyo_400x400.jpg",,,,,,,,,,,,,,,"1719199767132266762",,,,,,"https://twitter.com/jhskyyy/status/1719199767132266762","@jhskyyy"
,"CARSUM HERIYANTO",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Halo, yuk gabung jadi mitra driver Gojek kayak saya. Download aplikasi GoPartner, klik 'Daftar jadi mitra' dan masukkan kode ini di halaman pendaftaran: VTL3523.","2023-10-31 03:57:00+00:00",,,"https://pbs.twimg.com/profile_images/1526077728805769216/Lso4DJ9h_400x400.jpg",,,,,,,,,,,,,,,"1719201845909078354",,,,,,"https://twitter.com/heriyanto_26/status/1719201845909078354","@heriyanto_26"
,"MindTalk",,,,,"@kegblgnunfaedh",,,,"id","0",,,"Gojek lang:in","0","0","0","INI SALAH DUA2NYA, jgn mau pihak Gojek disuruh tindak lanjut. mbak nya salah dia yg nyetujuin buat gapake aplikasi, abangnya juga ada yg ngambil kesempatan, lu juga salah mba, giliran knp2 minta tolong sm official!! ya selesain antar kalian aja lah! itu kan transaksi kalian!!","2023-10-31 03:49:00+00:00",,,"https://pbs.twimg.com/profile_images/1343164457237671937/Tm9etHCg_400x400.png",,,,,,,,,,,,,,,"1719199924158632430",,,,,,"https://twitter.com/MindSpeakLouder/status/1719199924158632430","@MindSpeakLouder"
,"Drangantrakioiot",,,,,"@kumparan",,,,"id","1",,,"Gojek lang:in","0","0","0","Ga tau, udah ga naik gojek karena mahal dan ga nguntungin drivenya juga.","2023-10-31 03:50:00+00:00",,,"https://pbs.twimg.com/profile_images/1584594471596920832/VLDMcSs__400x400.jpg",,,,,,,,,,,,,,,"1719200113573449881",,,,,,"https://twitter.com/bambskee/status/1719200113573449881","@bambskee"
,"OM REGAR",,,,,"@kegblgnunfaedh",,,,"id","0",,,"Gojek lang:in","0","0","0","Kalau udh kayak gini jadi males buat naik gojek makin banyak oknum yang meresahkan","2023-10-31 03:56:00+00:00",,,"https://pbs.twimg.com/profile_images/927252558074101760/HgjW_YSh_400x400.jpg",,,,,,,,,,,,,,,"1719201527674638846",,,,,,"https://twitter.com/OloanRegar/status/1719201527674638846","@OloanRegar"
,"FansMUSejakZigot",,,,,"@Kedelayhitam","@kegblgnunfaedh",,,"id","0",,,"Gojek lang:in","0","0","0","catet no platnya, foto, laporin ke gojek supaya di suspend selamanya","2023-10-31 03:54:00+00:00",,,"https://pbs.twimg.com/profile_images/1636277643132960769/vQ-LCaEW_400x400.jpg",,,,,,,,,,,,,,,"1719201182898626664",,,,,,"https://twitter.com/RaimuAsuoo/status/1719201182898626664","@RaimuAsuoo"
,"Sarahlovgud🦊",,,,,,,,,"id","1",,,"Gojek lang:in","0","0","0","hp jatoh di jalan dalam keadaan offline terus di temuin sama pak gojek, alhamdulillah masih rejeki. pak gojek terima kasih banyak ya 🥹#panjangumurorangbaik","2023-10-31 03:48:00+00:00",,,"https://pbs.twimg.com/profile_images/1181609132383600640/3qoxbBVX_400x400.jpg","#panjangumurorangbaik",,,,,,,,,,,,,,"1719199688413663565",,,,,,"https://twitter.com/sarcaarrr/status/1719199688413663565","@sarcaarrr"
,"Beruang Madu","https://pbs.twimg.com/media/F22Ti3UaQAEofJs.jpg?format=jpg&name=medium",,,,,,,,"en","794",,,"Gojek lang:in","1","6","154","ANISA RAHMAWATI MAHASISWI YANG LAGI VIRAL
dooood.com/f/gyhv6ifwk8

PIJAT PART 5
dooood.com/f/xgztie3ld6

STW PART 4
dooood.com/f/pxkb0fadk7

Anime One Piece Messi FIFA Bernafas Berapa aja Gear 5 #ONEPIECE1089 Gojek Spotify Netflix HBO","2023-08-06 12:38:00+00:00",,,"https://pbs.twimg.com/profile_images/1679489223634870273/pNcTNSNk_400x400.jpg","#ONEPIECE1089",,,,,,,,,,,,,,"1688167669055569921","https://dooood.com/f/gyhv6ifwk8","https://dooood.com/f/xgztie3ld6","https://dooood.com/f/pxkb0fadk7",,,"https://twitter.com/dkekat/status/1688167669055569921","@dkekat"
,"Oksen Dm",,,,,"@Heraloebss",,,,"id","0",,,"Gojek lang:in","0","0","0","Kok di ributin. 
Mba uang berapa pun itu kita tdk bawa mati dalam kuburan. Tapi soal kebaikan dan kelurahan lah yg kita dambakan.. 

Driver gojek itu sangat membantu. 
Banget. 
Hati-hati aja mba nya nanti di bantu gratis ama driver gojek","2023-10-31 03:53:00+00:00",,,"https://pbs.twimg.com/profile_images/1492405390415663107/48nqHmcB_400x400.png",,,,,,,,,,,,,,,"1719201009770299752",,,,,,"https://twitter.com/dm_oksen/status/1719201009770299752","@dm_oksen"
,"Claudia",,,,,,,,,"id","0",,,"Gojek lang:in","0","1","0","@Telkomsel halo ini jaringannya lg kenapa ya? Gabisa buka m-banking, Gojek, dsb, jadi menyusahkan kehidupan loh ini, boleh dibantu investigasi nggak ya?","2023-10-31 03:57:00+00:00",,,"https://pbs.twimg.com/profile_images/1708504776198234112/MIGvLeGN_400x400.jpg",,,,,,,,,,,,,,,"1719201784823177403",,,,"Telkomsel",,"https://twitter.com/nujabyes/status/1719201784823177403","@nujabyes"
,"ayaa hokage",,,,,"@basemole",,,,"sl","0",,,"Gojek lang:in","0","0","0","florin gojek, kadang mls pake skin mehong","2023-10-31 03:48:00+00:00",,,"https://pbs.twimg.com/profile_images/1718978084924477440/Z4vs7Hrh_400x400.jpg",,,,,,,,,,,,,,,"1719199762594050329",,,,,,"https://twitter.com/cutiekittiens/status/1719199762594050329","@cutiekittiens"
,"mbanik",,,,,"@cinamoy_",,,,"id","0",,,"Gojek lang:in","0","1","0","Keknya ga jualan di gojek lg deh. Soalnya yg jual kakek nenek gitu. Kan gua blg deket warung kita hahahahha","2023-10-31 03:49:00+00:00",,,"https://pbs.twimg.com/profile_images/1586732612877705216/hmbDN2Wy_400x400.jpg",,,,,,,,,,,,,,,"1719199941812437028",,,,,,"https://twitter.com/januarty_/status/1719199941812437028","@januarty_"
,"Jacxd",,,,,"@kegblgnunfaedh",,,,"id","1",,,"Gojek lang:in","0","0","0","Oh sianjing pengkolan gojek karet ye","2023-10-31 03:48:00+00:00",,,"https://pbs.twimg.com/profile_images/1597587125838364672/6vRiLowp_400x400.jpg",,,,,,,,,,,,,,,"1719199574890512401",,,,,,"https://twitter.com/Moonflawlesss/status/1719199574890512401","@Moonflawlesss"
,"Abay",,,,,"@Arrgavn",,,,"hr","0",,,"Gojek lang:in","0","0","0","gojek","2023-10-31 03:49:00+00:00",,,"https://pbs.twimg.com/profile_images/1719000408117690369/BYX7ZRDp_400x400.jpg",,,,,,,,,,,,,,,"1719199866822529431",,,,,,"https://twitter.com/abayinajalah/status/1719199866822529431","@abayinajalah"
,"maru ‹3",,,,,,,,,"id","0",,,"Gojek lang:in","0","1","0","hah ini gojek siapa nyasar ke gue???","2023-10-31 03:49:00+00:00",,,"https://pbs.twimg.com/profile_images/1719210660968669184/_6VbOirP_400x400.png",,,,,,,,,,,,,,,"1719199907565940874",,,,,,"https://twitter.com/kipara/status/1719199907565940874","@kipara"
,"utiii 🧚‍♂️","https://pbs.twimg.com/media/F9vTE61agAAapN4.jpg?format=jpg&name=medium",,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Paketnya di suruh naik gojek aja deh","2023-10-31 03:49:00+00:00",,,"https://pbs.twimg.com/profile_images/1672939525247762432/liRAStyo_400x400.jpg",,,,,,,,,,,,,,,"1719199767132266762",,,,,,"https://twitter.com/jhskyyy/status/1719199767132266762","@jhskyyy"
,"CARSUM HERIYANTO",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Halo, yuk gabung jadi mitra driver Gojek kayak saya. Download aplikasi GoPartner, klik 'Daftar jadi mitra' dan masukkan kode ini di halaman pendaftaran: VTL3523.","2023-10-31 03:57:00+00:00",,,"https://pbs.twimg.com/profile_images/1526077728805769216/Lso4DJ9h_400x400.jpg",,,,,,,,,,,,,,,"1719201845909078354",,,,,,"https://twitter.com/heriyanto_26/status/1719201845909078354","@heriyanto_26"
,"MindTalk",,,,,"@kegblgnunfaedh",,,,"id","0",,,"Gojek lang:in","0","0","0","INI SALAH DUA2NYA, jgn mau pihak Gojek disuruh tindak lanjut. mbak nya salah dia yg nyetujuin buat gapake aplikasi, abangnya juga ada yg ngambil kesempatan, lu juga salah mba, giliran knp2 minta tolong sm official!! ya selesain antar kalian aja lah! itu kan transaksi kalian!!","2023-10-31 03:49:00+00:00",,,"https://pbs.twimg.com/profile_images/1343164457237671937/Tm9etHCg_400x400.png",,,,,,,,,,,,,,,"1719199924158632430",,,,,,"https://twitter.com/MindSpeakLouder/status/1719199924158632430","@MindSpeakLouder"
,"zaa PAKE KODE PROMO GOJEKFIRA",,,,,,,,,"hr","0",,,"Gojek lang:in","0","0","0","guys mau dapet promo gojek goride gocar gakk??? yuk klaim 

gojek.link/growth/promo?code…","2023-10-31 03:47:00+00:00",,,"https://pbs.twimg.com/profile_images/1707262708549300224/LRlKcMP3_400x400.jpg",,,,,,,,,,,,,,,"1719199372922282340","https://gojek.link/growth/promo?code=GOJEKFIRA",,,,,"https://twitter.com/fririzaa/status/1719199372922282340","@fririzaa"
,"Méisa H.",,,,,"@meyleely",,,,"pl","0",,,"Gojek lang:in","0","0","0","gojek bubur wkwkwk","2023-10-31 03:48:00+00:00",,,"https://pbs.twimg.com/profile_images/1718998064734797824/epQ9Zo_U_400x400.png",,,,,,,,,,,,,,,"1719199534759440601",,,,,,"https://twitter.com/myeihua/status/1719199534759440601","@myeihua"
,"Danu🐏",,,,,"@kegblgnunfaedh",,,,"id","16",,,"Gojek lang:in","0","1","3","1. Dia ojek pangkalan dengan berkedok pake jaket gojek.
2. Dia driver resmi gojek tp meminta CS untuk tidak pake aplikasi agar tidak adanya biaya lain yang membengkak.

Entah ini miss com atau hanya akal2an oknum agar mendapatkan keuntungan yg merugikan penumpang.","2023-10-30 17:12:00+00:00",,,"https://pbs.twimg.com/profile_images/1719041877000019968/thoYZw6T_400x400.jpg",,,,,,,,,,,,,,,"1719039529540358179",,,,,,"https://twitter.com/tricahyodanu_/status/1719039529540358179","@tricahyodanu_"
,"pat ‧₊˚ ✩",,,,,"@convomf",,,,"id","0",,,"Gojek lang:in","0","0","0","digojekin gapernah bjir, kl di bawain sering👍 maklum gaptek keknya di hapenya gaada apps gojek juga tuh","2023-10-31 03:28:00+00:00",,,"https://pbs.twimg.com/profile_images/1710798210082787328/_wDBVeab_400x400.jpg",,,,,,,,,,,,,,,"1719194726107422740",,,,,,"https://twitter.com/dkyeomwyfe/status/1719194726107422740","@dkyeomwyfe"
,"koden",,,,,"@erkaaj1","@SPlCYBOSS",,,"id","14",,,"Gojek lang:in","0","1","1","Jd mau bilang manajemen start-up2 kompetitornya bluebird kaye gojek gak sering nyobain jd driver dan cuma lihat dr menara gading aja 🙄","2023-10-31 02:13:00+00:00",,,"https://pbs.twimg.com/profile_images/1348705925121540096/HksuNwxE_400x400.jpg",,,,,,,,,,,,,,,"1719175773150650571",,,,,,"https://twitter.com/aden87/status/1719175773150650571","@aden87"
,"Riska Fauziah",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Belum setengah hari energi sosialku udah habis duluan sama abang gojek :(","2023-10-31 03:42:00+00:00",,,"https://pbs.twimg.com/profile_images/1493799353630478338/oUGOLUxz_400x400.jpg",,,,,,,,,,,,,,,"1719198031768338881",,,,,,"https://twitter.com/riskaikong/status/1719198031768338881","@riskaikong"
,"Buruh Negoro",,,,,"@Yorn22267385","@SPlCYBOSS",,,"id","12",,,"Gojek lang:in","0","2","0","BB di app gojek bisa dpt harga flat , armada lbh cepat dtg krna beneran deket dr kordinat kita.","2023-10-31 03:40:00+00:00",,,"https://pbs.twimg.com/profile_images/1322490794595377152/I5LbC7cg_400x400.jpg",,,,,,,,,,,,,,,"1719197722241310858",,,,,,"https://twitter.com/AzmiFaiqoh/status/1719197722241310858","@AzmiFaiqoh"
,"Manto",,,,,"@salaamitusalam","@jimmiejimmies",,,"id","0",,,"Gojek lang:in","0","1","0","Kesempatan  dauble job kang 

Gojek menunggu 🤣","2023-10-31 03:35:00+00:00",,,"https://pbs.twimg.com/profile_images/1632593988107780096/rkbWXdxa_400x400.jpg",,,,,,,,,,,,,,,"1719196415149351211",,,,,,"https://twitter.com/KangManto123/status/1719196415149351211","@KangManto123"
,"salsabils",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Selain itu bisa juga pake kode voucher GOCARAJA & GORIDEAJA untuk promo tambahan🤑

Dari mulai pesen makan sampai bepergian, promo dari Gojek selalu ada untuk kamu!
Segera gunakan & bagikan kode unik-ku ke temanmu sebanyak-banyaknya ya 😉

#GojekCampusAmbassador #HematSampaiTamat","2023-10-31 03:36:00+00:00",,,"https://pbs.twimg.com/profile_images/1628419075931242496/QZ2Mi6by_400x400.jpg","#GojekCampusAmbassador","#HematSampaiTamat",,,,,,,,,,,,,"1719196577284370597",,,,,,"https://twitter.com/theonlysals/status/1719196577284370597","@theonlysals"
,"salsabils","https://pbs.twimg.com/media/F9vP5XhbcAAqMwo.jpg?format=jpg&name=medium","https://pbs.twimg.com/media/F9vP5XhacAArLpT.jpg?format=jpg&name=medium",,,,,,,"id","0",,,"Gojek lang:in","0","1","0","Halo semua! Yuk dukung aku menjadi pemenang Gojek Campus Ambassador dengan pakai kode unik di bawah ini sebanyak-banyaknya:

GOJEKECA

Untuk kamu yang baru menggunakan Gojek, bisa dapat promo hingga 175K loh! Tinggal redeem kode GOJEKCAMPUS di halaman promo.","2023-10-31 03:35:00+00:00",,,"https://pbs.twimg.com/profile_images/1628419075931242496/QZ2Mi6by_400x400.jpg",,,,,,,,,,,,,,,"1719196273511932254",,,,,,"https://twitter.com/theonlysals/status/1719196273511932254","@theonlysals"
,"jocelyn",,,,,"@hanagita",,,,"id","0",,,"Gojek lang:in","0","1","0","Pergi gojek pulangny jalan kaki deh wkwkwkwk","2023-10-31 03:31:00+00:00",,,"https://pbs.twimg.com/profile_images/1707620002025934848/K1yBw8e2_400x400.jpg",,,,,,,,,,,,,,,"1719195436517613756",,,,,,"https://twitter.com/jocellyyn/status/1719195436517613756","@jocellyyn"
,"cha","https://pbs.twimg.com/media/F9un-1uawAAHKKv.jpg?format=jpg&name=medium",,,,,,,,"hr","52",,,"Gojek lang:in","0","0","4","ohayou from mas gojek","2023-10-31 00:40:00+00:00",,,"https://pbs.twimg.com/profile_images/1461699667373133824/X7gRPHh4_400x400.jpg",,,,,,,,,,,,,,,"1719152384147091930",,,,,,"https://twitter.com/msuda707/status/1719152384147091930","@msuda707"
,"💞NJW💞",,,,,"@Bombsjay__",,,,"id","0",,,"Gojek lang:in","0","0","0","Jauh kmn2 ad transportasi umum KY Tj tuh GK terlalu byk tp GK tau klo LG konser dan klo pun gojek kyny jarang jg apalagi klo byk pengunjung gitu jauh dr mn2  ak prnh k sana bnr2 dkt pemukiman warga gitu","2023-10-31 03:23:00+00:00",,,"https://pbs.twimg.com/profile_images/1541084046041550850/oVyCaSSU_400x400.jpg",,,,,,,,,,,,,,,"1719193324094156992",,,,,,"https://twitter.com/nunanoona1/status/1719193324094156992","@nunanoona1"
,"✤ Jeff. #DUAL",,,,,"@charnhie",,,,"id","0",,,"Gojek lang:in","0","1","0","WKKWKWKW MASA KAMU GATAU? yg selingkuh lewat gojek 🤣","2023-10-31 03:24:00+00:00",,,"https://pbs.twimg.com/profile_images/1718950209836011520/RoLZv4Lt_400x400.jpg",,,,,,,,,,,,,,,"1719193569511231871",,,,,,"https://twitter.com/gxd0011/status/1719193569511231871","@gxd0011"
,"Liam G",,,,,"@Go_Njreng",,,,"id","0",,,"Gojek lang:in","0","1","0","Turun gunung","2023-10-31 03:22:00+00:00",,,"https://pbs.twimg.com/profile_images/1687996301831790592/FbUPrBCV_400x400.jpg",,,,,,,,,,,,,,,"1719193030731948149",,,,,,"https://twitter.com/XYoGojekYo/status/1719193030731948149","@XYoGojekYo"
,"Unpadfess",,,,,,,,,"id","4",,,"Gojek lang:in","0","2","0","-- 
1. Naik Bhinneka shuttle nder dari Nangor langsung ke Sukabumi kota ada.
2. Naik Arnes Nangor-Bandung, lanjut Bandung Sukabumi 
3. Naik kereta tuh agak ribet soalnya dari Nangor-Rancaekek (Gojek/angkot), lalu Rancaekek-Padalarang (Kereta), St. Padalarang-St. Cipatat  (cont..)","2023-10-31 03:10:00+00:00",,,"https://pbs.twimg.com/profile_images/1529675304192843777/XgTTb9uY_400x400.jpg",,,,,,,,,,,,,,,"1719189958450377047",,,,,,"https://twitter.com/DraftAnakUnpad/status/1719189958450377047","@DraftAnakUnpad"
,"Arya Hazer Wins",,,,,"@ecommurz","@hrdbacot",,,"id","0",,,"Gojek lang:in","0","0","0","Justru gue pake Gojek karena ingin meminimalisir obrolan, seperti nunjukkin jalan, ngobrol, termasuk nego-nego harga. Bukan apa-apa. Setelah capek di lokasi kerja, pgn recharge aja dgn bengong sepanjang jalan.","2023-10-31 03:16:00+00:00",,,"https://pbs.twimg.com/profile_images/1709577882769694721/A9S3NuOa_400x400.jpg",,,,,,,,,,,,,,,"1719191562415149325",,,,,,"https://twitter.com/sisteminforman/status/1719191562415149325","@sisteminforman"
,"Boa",,,,,"@GentaWhite",,,,"id","0",,,"Gojek lang:in","0","0","0","Boga kitu hungkul gojek teh","2023-10-31 03:17:00+00:00",,,"https://pbs.twimg.com/profile_images/1676784231455031297/NZO7obKd_400x400.jpg",,,,,,,,,,,,,,,"1719191717386273023",,,,,,"https://twitter.com/fachrizalbayu22/status/1719191717386273023","@fachrizalbayu22"
,"𝒂𝒍𝒔𝒂",,,,,"@hvcnoona",,,,"id","0",,,"Gojek lang:in","0","1","0","krl sih kak, bisa naik gojek/grab motor biar bisa nyelip2 soalnya aksesnya macet🫠","2023-10-31 03:17:00+00:00",,,"https://pbs.twimg.com/profile_images/1671058385469575168/FjerpJqG_400x400.jpg",,,,,,,,,,,,,,,"1719191727876313192",,,,,,"https://twitter.com/swonu96/status/1719191727876313192","@swonu96"
,"bukan doyeon","https://pbs.twimg.com/media/F9vL438bEAADnek.jpg?format=jpg&name=medium",,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","iseng coba2 gojek comfort

Motornya pake senderan, drivernya wangi, service dan keramahan💯💯, nyetirnya hati2
rekomen buat yg naik ojek sekali2","2023-10-31 03:17:00+00:00",,,"https://pbs.twimg.com/profile_images/1677581279120994304/Tcn_IWCE_400x400.jpg",,,,,,,,,,,,,,,"1719191865453617327",,,,,,"https://twitter.com/komuluna/status/1719191865453617327","@komuluna"
,"Melon",,,,,"@glazedlily_",,,,"id","0",,,"Gojek lang:in","0","1","0","nungguin crush aja bisa sabar harusnya abang gojek mah kecil aja ga sih :((","2023-10-31 03:20:00+00:00",,,"https://pbs.twimg.com/profile_images/1717404588771516416/32QjAP1K_400x400.jpg",,,,,,,,,,,,,,,"1719192552136745042",,,,,,"https://twitter.com/ppaprikah/status/1719192552136745042","@ppaprikah"
,"💞NJW💞",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Maybe GBK d bulan2 mau pemilu kyny mang udh mulai GK bisa d pake konser kyny lebih milih make JIS TP TUH JIS  tmpt udh angkot GK ad tj sekali ad dikit w jg pas kesitu gojek grab jarang lwt dkt pemukiman warga sm dkt2 daerah komplek kt w KLO k situ better kendaraan pribadi 😭","2023-10-31 03:09:00+00:00",,,"https://pbs.twimg.com/profile_images/1541084046041550850/oVyCaSSU_400x400.jpg",,,,,,,,,,,,,,,"1719189712676814900",,,,,,"https://twitter.com/nunanoona1/status/1719189712676814900","@nunanoona1"
,"Shebi",,,,,,,,,"id","2",,,"Gojek lang:in","0","0","0","cape pagi2 udah harus ngangkang (naik gojek dapetnya pcx)","2023-10-31 03:07:00+00:00",,,"https://pbs.twimg.com/profile_images/1713999110167261184/R6ryFgU5_400x400.jpg",,,,,,,,,,,,,,,"1719189281766519240",,,,,,"https://twitter.com/avakartunn/status/1719189281766519240","@avakartunn"
,"بودي نصار",,,,,"@kegblgnunfaedh",,,,"id","0",,,"Gojek lang:in","0","0","0","Kenapa gak ada yang tag ke @gojekindonesia ? Tolong ditertibkan lah mitranya, jangan buat rusak nama mitra lainnya yang bekerja sesuai tatib gojek","2023-10-31 03:08:00+00:00",,,"https://pbs.twimg.com/profile_images/1098734806702055424/9DzB5brI_400x400.jpg",,,,,,,,,,,,,,,"1719189692749643779",,,,"gojekindonesia",,"https://twitter.com/budie_nasar/status/1719189692749643779","@budie_nasar"
,"-",,,,,,,,,"tl","0",,,"Gojek lang:in","0","5","0","Ada yang punya voucher gratis ongkos gojek gofood ndaa?#zonauang","2023-10-31 03:12:00+00:00",,,"https://pbs.twimg.com/profile_images/1622739086112083968/puDfFxXg_400x400.jpg","#zonauang",,,,,,,,,,,,,,"1719190605254009000",,,,,,"https://twitter.com/nvmbralwys/status/1719190605254009000","@nvmbralwys"
,"∞",,,,,"@convomfs",,,,"id","0",,,"Gojek lang:in","0","0","0","males ah lonte caper, pdhal tarif gojek lebih murah dripda harga dirimu loh😘","2023-10-31 03:00:00+00:00",,,"https://pbs.twimg.com/profile_images/1700174921438285824/nXAPmOkS_400x400.jpg",,,,,,,,,,,,,,,"1719187575783784656",,,,,,"https://twitter.com/diarylostgurl/status/1719187575783784656","@diarylostgurl"
,"— αii *⁠.⁠✧",,,,,"@thunderflashhh",,,,"id","0",,,"Gojek lang:in","0","1","0","egk ada gojek di sini kak 😞☝️","2023-10-31 03:08:00+00:00",,,"https://pbs.twimg.com/profile_images/1719086981349822464/im02MkDr_400x400.jpg",,,,,,,,,,,,,,,"1719189636654960640",,,,,,"https://twitter.com/bluecatinsahara/status/1719189636654960640","@bluecatinsahara"
,"⭐️",,,,,,,,,"af","1",,,"Gojek lang:in","1","5","0","wtt spay ke gojek
have spay need gojek #wts wtb wtt #zonauang yg bersedia bantu dn no fee kalo ada :”)","2023-10-31 03:13:00+00:00",,,"https://pbs.twimg.com/profile_images/1705914537407655936/1zjRgaZw_400x400.jpg","#wts","#zonauang",,,,,,,,,,,,,"1719190804793897387",,,,,,"https://twitter.com/moodtly/status/1719190804793897387","@moodtly"
,"mit",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Ke st halim bisa pake gojek motor gaaa yaa? Atau harus pake lrt?? :(","2023-10-31 03:00:00+00:00",,,"https://pbs.twimg.com/profile_images/1503131190794293248/o4Xwf9eV_400x400.jpg",,,,,,,,,,,,,,,"1719187670973493468",,,,,,"https://twitter.com/ownbyji/status/1719187670973493468","@ownbyji"
,"miupiu",,,,,"@kegblgnunfaedh",,,,"id","0",,,"Gojek lang:in","0","1","0","Aku jg pernah kejadinya hampir sama kita bertiga pulang dari prj mau ke stasiun juand, pas pintu keluar udh di harang sama ojol2, trus ada yg ngaku2 kaka namanya siapa, kaka yg pesen gojek ya, pdhl kita baru keluar sama sekali belum buka apk atau pun pesen gojek, trus ada yg smpe","2023-10-31 03:04:00+00:00",,,"https://pbs.twimg.com/profile_images/1392493514479439881/Kd1Kpwt0_400x400.jpg",,,,,,,,,,,,,,,"1719188495036715176",,,,,,"https://twitter.com/miuluvpiuu/status/1719188495036715176","@miuluvpiuu"
,"The Iconomicsᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ",,,,,,,,,"id","0",,,"Gojek lang:in","0","0","0","Performa keuangan PT GoTo Gojek Tokopedia Tbk (GOTO) terus menunjukkan perbaikan. Sepanjang Januari-September 2023, pendapatan GOTO naik 31,9% dari Rp7,97 triliun pada periode yang sama tahun lalu menjadi Rp10,51 triliun.
Selengkapnya
theiconomics.com/art-of-exec…","2023-10-31 02:59:00+00:00",,,"https://pbs.twimg.com/profile_images/1680769579872833537/ALgJOto3_400x400.jpg",,,,,,,,,,,,,,,"1719187222434635781","https://www.theiconomics.com/art-of-execution/pendapatan-naik-319-pada-januari-september-2023-rugi-bersih-goto-berkurang-drastis/",,,,,"https://twitter.com/theiconomic/status/1719187222434635781","@theiconomic"
,"adam",,,,,,,,,"id","9617",,,"Gojek lang:in","748","334","2995","karni ilyas ngerokok batuk","2023-10-30 12:50:00+00:00",,,"https://pbs.twimg.com/profile_images/1699500553351663616/eLILTHbV_400x400.jpg",,,,,,,,,,,,,,,"1718973527347589347",,,,,,"https://twitter.com/iridocyclitys/status/1718973527347589347","@iridocyclitys"
,"Dino^^",,,,,"@ljuyceon",,,,"id","1",,,"Gojek lang:in","0","0","0","Abang bisa disuruh buat jadi gojek yang nganterin makanan buat ayang aku gak? Atau mungkin ngantarin ibu-ibu yang mau ngelabrak suaminya selingkuh tuh","2023-10-31 02:57:00+00:00",,,"https://pbs.twimg.com/profile_images/1718846266573266944/CpYV5eZ__400x400.jpg",,,,,,,,,,,,,,,"1719186812324004268",,,,,,"https://twitter.com/tdino/status/1719186812324004268","@tdino"
